Die Blechtrommel,Palm d'Or Winner
All That Jazz,Palm d'Or Winner
Kagemusha/影武者,Palm d'Or Winner
Man of Iron,Palm d'Or Winner
Missing,Palm d'Or Winner
Yol,Palm d'Or Winner
The Ballad of Narayama,Palm d'Or Winner
"Paris, Texas",Robert Egbert: ***** Review
When Father Was Away on Business,Palm d'Or Winner
The Mission,Palm d'Or Winner
Under the Sun of Satan,Palm d'Or Winner
Pelle the Conqueror,Palm d'Or Winner
"Sex, Lies, and Videotape",Palm d'Or Winner
Wild at Heart,Palm d'Or Winner
Barton Fink,Palm d'Or Winner
The Best Intentions,Palm d'Or Winner
Farewell My Concubine,Palm d'Or Winner
Jane Campion,Palm d'Or Winner
Pulp Fiction,Robert Egbert: ***** Review
Underground,Palm d'Or Winner
Secrets & Lies,Palm d'Or Winner
Taste of Cherry,Palm d'Or Winner
Unagi/うなぎ,Palm d'Or Winner
Eternity and a Day,Palm d'Or Winner
Rosetta,Palm d'Or Winner
Dancer in the Dark,Palm d'Or Winner
The Son's Room,Palm d'Or Winner
The Pianist,Palm d'Or Winner
Elephant,Palm d'Or Winner
Fahrenheit 9/11,Palm d'Or Winner
The Child,Palm d'Or Winner
The Wind That Shakes the Barley,Palm d'Or Winner
"4 Months, 3 Weeks and 2 Days",Palm d'Or Winner
The Class,Palm d'Or Winner
The White Ribbon,Palm d'Or Winner
Uncle Boonmee Who Can Recall His Past Lives,Palm d'Or Winner
The Tree of Life,Palm d'Or Winner
Amour,Palm d'Or Winner
Blue Is the Warmest Colour,Palm d'Or Winner
Winter Sleep,Palm d'Or Winner
Dheepan,Palm d'Or Winner
"I, Daniel Blake",Palm d'Or Winner
Shoplifters,Palm d'Or Winner
Parasite,Palm d'Or Winner
No festival due to theCOVID-19 pandemic.,Palm d'Or Winner
Monsieur Hire,Robert Egbert: ***** Review
Veronika Voss,Robert Egbert: ***** Review
Spirit of the Beehive,Robert Egbert: ***** Review
Mulholland Dr.,Robert Egbert: ***** Review
Spirited Away,Robert Egbert: ***** Review
The Pledge,Robert Egbert: ***** Review
La Ceremonie,Robert Egbert: ***** Review
Contact,Robert Egbert: ***** Review
Departures,Robert Egbert: ***** Review
Nosferatu the Vampyre,Robert Egbert: ***** Review
The Match Factory Girl,Robert Egbert: ***** Review
Seven,Robert Egbert: ***** Review
A.I. Artificial Intelligence,Robert Egbert: ***** Review
Badlands,Robert Egbert: ***** Review
Heart of Glass,Robert Egbert: ***** Review
Shoah,Robert Egbert: ***** Review
Superman,Robert Egbert: ***** Review
Lost in Translation,Robert Egbert: ***** Review
Mystery Train,Robert Egbert: ***** Review
Come and See,Robert Egbert: ***** Review
The Big Lebowski,Robert Egbert: ***** Review
Pink Floyd: The Wall,Robert Egbert: ***** Review
The Hairdresser's Husband,Robert Egbert: ***** Review
Caché,Robert Egbert: ***** Review
Eternal Sunshine of the Spotless Mind,Robert Egbert: ***** Review
25th Hour,Robert Egbert: ***** Review
Mon oncle d'Amerique,Robert Egbert: ***** Review
Richard III,Robert Egbert: ***** Review
The Grey Zone,Robert Egbert: ***** Review
Barry Lyndon,Robert Egbert: ***** Review
"Spring, Summer, Fall, Winter... and Spring",Robert Egbert: ***** Review
Tender Mercies,Robert Egbert: ***** Review
Chop Shop,Robert Egbert: ***** Review
La Belle Noiseuse,Robert Egbert: ***** Review
Withnail and I,Robert Egbert: ***** Review
Exotica,Robert Egbert: ***** Review
The Double Life of Veronique,Robert Egbert: ***** Review
Waking Life,Robert Egbert: ***** Review
Secrets and Lies,Robert Egbert: ***** Review
After Hours,Robert Egbert: ***** Review
Magnolia,Robert Egbert: ***** Review
A Prairie Home Companion,Robert Egbert: ***** Review
The Last Temptation of Christ,Robert Egbert: ***** Review
Baraka,Robert Egbert: ***** Review
"The Godfather, Part II",Robert Egbert: ***** Review
Adaptation,Robert Egbert: ***** Review
L.A. Confidential,Robert Egbert: ***** Review
Mephisto,Robert Egbert: ***** Review
Dog Day Afternoon,Robert Egbert: ***** Review
Vengeance is Mine,Robert Egbert: ***** Review
Diva,Robert Egbert: ***** Review
Mishima: A Life in Four Chapters,Robert Egbert: ***** Review
The Enigma of Kaspar Hauser,Robert Egbert: ***** Review
Blade Runner: The Final Cut,Robert Egbert: ***** Review
Babel,Robert Egbert: ***** Review
Werckmeister Harmonies,Robert Egbert: ***** Review
Pan's Labyrinth,Robert Egbert: ***** Review
Killer of Sheep,Robert Egbert: ***** Review
Moolaade,Robert Egbert: ***** Review
The Shining,Robert Egbert: ***** Review
Au revoir les enfants,Robert Egbert: ***** Review
The Long Goodbye,Robert Egbert: ***** Review
Ripley's Game,Robert Egbert: ***** Review
Night Moves,Robert Egbert: ***** Review
My Fair Lady,Robert Egbert: ***** Review
Atlantic City,Robert Egbert: ***** Review
Dark City,Robert Egbert: ***** Review
The Dead,Robert Egbert: ***** Review
Crimes and Misdemeanors,Robert Egbert: ***** Review
Fitzcarraldo,Robert Egbert: ***** Review
The Age of Innocence,Robert Egbert: ***** Review
Leolo,Robert Egbert: ***** Review
The Terrorist,Robert Egbert: ***** Review
Howards End,Robert Egbert: ***** Review
The Marriage of Maria Braun,Robert Egbert: ***** Review
"After Dark, My Sweet",Robert Egbert: ***** Review
Groundhog Day,Robert Egbert: ***** Review
Fanny and Alexander,Robert Egbert: ***** Review
The Big Red One,Robert Egbert: ***** Review
A Woman's Tale,Robert Egbert: ***** Review
3 Women,Robert Egbert: ***** Review
Pixote,Robert Egbert: ***** Review
El Norte,Robert Egbert: ***** Review
Leaving Las Vegas,Robert Egbert: ***** Review
The Color Purple,Robert Egbert: ***** Review
Amarcord,Robert Egbert: ***** Review
Mean Streets,Robert Egbert: ***** Review
Le Boucher,Robert Egbert: ***** Review
Alien,Robert Egbert: ***** Review
Scarface,Robert Egbert: ***** Review
Santa Sangre,Robert Egbert: ***** Review
A Year of the Quiet Sun,Robert Egbert: ***** Review
Moonstruck,Robert Egbert: ***** Review
A Sunday in the Country,Robert Egbert: ***** Review
Raise the Red Lantern,Robert Egbert: ***** Review
One Flew Over the Cuckoo's Nest,Robert Egbert: ***** Review
The Blue Kite,Robert Egbert: ***** Review
GoodFellas,Robert Egbert: ***** Review
Don't Look Now,Robert Egbert: ***** Review
Cries and Whispers,Robert Egbert: ***** Review
Unforgiven,Robert Egbert: ***** Review
Stroszek,Robert Egbert: ***** Review
Annie Hall,Robert Egbert: ***** Review
JFK,Robert Egbert: ***** Review
Amadeus,Robert Egbert: ***** Review
The Right Stuff,Robert Egbert: ***** Review
Say Anything,Robert Egbert: ***** Review
My Neighbor Totoro,Robert Egbert: ***** Review
A Tale of Winter,Robert Egbert: ***** Review
Bring Me the Head of Alfredo Garcia,Robert Egbert: ***** Review
Schindler's List,Robert Egbert: ***** Review
Do the Right Thing,Robert Egbert: ***** Review
Fargo,Robert Egbert: ***** Review
Manhattan,Robert Egbert: ***** Review
The Silence of the Lambs,Robert Egbert: ***** Review
This is Spinal Tap,Robert Egbert: ***** Review
A Christmas Story,Robert Egbert: ***** Review
"Planes, Trains and Automobiles",Robert Egbert: ***** Review
Network,Robert Egbert: ***** Review
Ran,Robert Egbert: ***** Review
Jaws,Robert Egbert: ***** Review
Nashville,Robert Egbert: ***** Review
Raiders of the Lost Ark,Robert Egbert: ***** Review
The Decalogue,Robert Egbert: ***** Review
Grave of the Fireflies,Robert Egbert: ***** Review
Chinatown,Robert Egbert: ***** Review
House of Games,Robert Egbert: ***** Review
The Shawshank Redemption,Robert Egbert: ***** Review
Star Wars,Robert Egbert: ***** Review
My Dinner with Andre,Robert Egbert: ***** Review
Saturday Night Fever,Robert Egbert: ***** Review
The Up Documentaries,Robert Egbert: ***** Review
Picnic at Hanging Rock,Robert Egbert: ***** Review
Raging Bull,Robert Egbert: ***** Review
Wings of Desire,Robert Egbert: ***** Review
Day for Night,Robert Egbert: ***** Review
Days of Heaven,Robert Egbert: ***** Review
Gates of Heaven,Robert Egbert: ***** Review
Body Heat,Robert Egbert: ***** Review
Being There,Robert Egbert: ***** Review
Ali: Fear Eats the Soul,Robert Egbert: ***** Review
E.T. The Extra-Terrestrial,Robert Egbert: ***** Review
A Woman Under the Influence,Robert Egbert: ***** Review
